CODES,BRANCH,KPI, ACTUAL (MONTH) , ACTUAL (YTD) , BUDGET (MONTH) , BUDGET (YTD) , % VARIANCE (MONTH) , % VARIANCE (YTD) ,MONTH
010,ELDORET,TRADE FINANCE," 908,840.19 "," 5,600,587.19 "," 62,110.81 "," 2,732,443.22 ",1363%,,JUL
010,ELDORET,FX INCOME," 1,308.00 "," 18,960.00 "," 14,000.00 "," 233,000.00 ",-91%,,JUL
010,ELDORET,NEW ACCOUNTS, 50.00 , 428.00 , 91.00 , 637.00 ,-45%,,JUL
010,ELDORET,NFI," 1,121.67 "," 7,826.68 ", 481.69 ," 4,540.93 ",133%,,JUL
010,ELDORET,PBT, 557.09 , 134.08 , (44.52)," (5,097.30)",1351%,,JUL
011,MBALE,NEW DEPOSITS, 859.53 ," (6,786.46)"," 2,986.00 "," 56,809.46 ",-71%,,JUL
011,MBALE,CUMULATIVE DEPOSITS,," 31,121.21 ",," 44,602.38 ",0%,,JUL
011,MBALE,GROSS LOAN BOOK, -   ," 71,617.28 ",," 94,252.80 ",0%,,JUL
011,MBALE,DISBURSEMENTS," 1,791.67 "," 16,272.57 "," 10,544.09 "," 83,258.14 ",-83%,,JUL
011,MBALE,TRADE FINANCE," 32,970.00 "," 368,299.14 "," 62,110.81 "," 602,443.22 ",-47%,,JUL
011,MBALE,FX INCOME, 395.00 ," 4,080.00 "," 14,000.00 "," 134,000.00 ",-97%,,JUL
011,MBALE,NEW ACCOUNTS, 45.00 , 344.00 , 58.00 , 406.00 ,-22%,,JUL
011,MBALE,NFI, 199.08 ," 1,456.22 ", 522.62 ," 2,744.02 ",-62%,,JUL
011,MBALE,PBT, (352.15)," (2,361.16)", 725.64 ," 2,748.66 ",-149%,,JUL
012,BIASHARA STREET,NEW DEPOSITS," 33,394.38 "," 165,641.48 "," 6,444.95 "," 105,910.67 ",418%,,JUL
012,BIASHARA STREET,CUMULATIVE DEPOSITS,," 870,801.73 ",," 716,696.75 ",0%,,JUL
012,BIASHARA STREET,GROSS LOAN BOOK, -   ," 398,371.35 ",," 298,586.70 ",0%,,JUL
012,BIASHARA STREET,DISBURSEMENTS," 2,025.76 "," 34,874.03 "," 11,173.62 "," 129,858.08 ",-82%,,JUL
012,BIASHARA STREET,TRADE FINANCE," 4,592,933.97 "," 27,823,258.30 "," 2,812,732.17 "," 27,906,928.69 ",63%,,JUL
012,BIASHARA STREET,FX INCOME," 1,132,854.00 "," 2,162,739.00 "," 56,000.00 "," 683,000.00 ",1923%,,JUL
012,BIASHARA STREET,NEW ACCOUNTS, 33.00 , 316.00 , 98.00 , 686.00 ,-66%,,JUL
012,BIASHARA STREET,NFI," 4,798.87 "," 29,680.78 "," 3,346.10 "," 23,226.63 ",43%,,JUL
012,BIASHARA STREET,PBT," 14,997.29 "," 40,688.35 "," 1,610.73 "," 15,720.62 ",831%,,JUL
013,RONGAI,NEW DEPOSITS," 3,807.11 "," 8,441.51 "," 6,004.72 "," 83,092.79 ",-37%,,JUL
013,RONGAI,CUMULATIVE DEPOSITS,," 86,896.52 ",," 115,140.19 ",0%,,JUL
013,RONGAI,GROSS LOAN BOOK, -   ," 159,759.36 ",," 162,169.78 ",0%,,JUL
013,RONGAI,DISBURSEMENTS, 914.50 ," 26,926.51 "," 10,756.14 "," 101,866.96 ",-91%,,JUL
013,RONGAI,TRADE FINANCE," 35,800.00 "," 229,180.00 "," 124,221.61 "," 769,886.44 ",-71%,,JUL
013,RONGAI,FX INCOME," 1,156.00 "," 51,011.00 "," 28,000.00 "," 187,000.00 ",-96%,,JUL
013,RONGAI,NEW ACCOUNTS, 54.00 , 381.00 , 68.00 , 476.00 ,-21%,,JUL
013,RONGAI,NFI, 179.47 ," 1,617.91 ", 663.49 ," 3,435.07 ",-73%,,JUL
013,RONGAI,PBT, 633.11 , 999.23 ," 1,613.34 "," 6,291.42 ",-61%,,JUL
014,WESTLANDS,NEW DEPOSITS," (84,510.37)"," (103,380.19)"," 4,358.48 "," 86,633.93 ",-2039%,,JUL
014,WESTLANDS,CUMULATIVE DEPOSITS,," 147,757.58 ",," 275,020.40 ",0%,,JUL
014,WESTLANDS,GROSS LOAN BOOK, -   ," 211,855.17 ",," 184,518.83 ",0%,,JUL
014,WESTLANDS,DISBURSEMENTS," 5,258.55 "," 27,898.89 "," 7,807.27 "," 102,729.08 ",-33%,,JUL
014,WESTLANDS,TRADE FINANCE," 2,794,839.24 "," 12,401,279.17 "," 124,221.61 "," 4,129,886.44 ",2150%,,JUL
014,WESTLANDS,FX INCOME," 1,560.00 "," 38,231.00 "," 28,000.00 "," 148,000.00 ",-94%,,JUL
014,WESTLANDS,NEW ACCOUNTS, 34.00 , 197.00 , 65.00 , 455.00 ,-48%,,JUL
014,WESTLANDS,NFI," 2,929.92 "," 13,600.86 ", 471.51 ," 8,528.39 ",521%,,JUL
014,WESTLANDS,PBT," 2,371.50 "," (1,987.74)", 749.51 , 811.97 ,216%,,JUL
015,MACHAKOS,NEW DEPOSITS," (4,445.97)"," 12,112.04 "," 2,986.00 "," 71,274.90 ",-249%,,JUL
015,MACHAKOS,CUMULATIVE DEPOSITS,," 40,406.57 ",," 52,235.22 ",0%,,JUL
015,MACHAKOS,GROSS LOAN BOOK, -   ," 149,824.71 ",," 113,680.05 ",0%,,JUL
015,MACHAKOS,DISBURSEMENTS, 832.94 ," 14,694.74 "," 5,348.77 "," 80,558.69 ",-84%,,JUL
015,MACHAKOS,TRADE FINANCE, -   ," 168,120.00 "," 62,110.81 "," 422,443.22 ",-100%,,JUL
015,MACHAKOS,FX INCOME," 4,185.00 "," 17,625.00 "," 14,000.00 "," 62,000.00 ",-70%,,JUL
015,MACHAKOS,NEW ACCOUNTS, 18.00 , 212.00 , 61.00 , 427.00 ,-70%,,JUL
015,MACHAKOS,NFI, 103.96 ," 1,140.48 ", 357.97 ," 1,949.56 ",-71%,,JUL
015,MACHAKOS,PBT, (134.13)," (2,839.25)", 854.99 ," 3,096.10 ",-116%,,JUL
016,NAKURU,NEW DEPOSITS, 417.12 ," (14,774.54)"," 8,812.57 "," 102,515.71 ",-95%,,JUL
016,NAKURU,CUMULATIVE DEPOSITS,," 142,117.19 ",," 188,863.64 ",0%,,JUL
016,NAKURU,GROSS LOAN BOOK, -   ," 160,111.38 ",," 167,630.91 ",0%,,JUL
016,NAKURU,DISBURSEMENTS," 2,087.99 "," 26,760.51 "," 8,116.51 "," 101,547.86 ",-74%,,JUL
016,NAKURU,TRADE FINANCE," 414,555.00 "," 1,707,585.00 "," 1,656,288.14 "," 8,119,152.54 ",-75%,,JUL
016,NAKURU,FX INCOME," 23,022.00 "," 346,229.00 "," 83,666.00 "," 1,201,664.00 ",-72%,,JUL
016,NAKURU,NEW ACCOUNTS, 44.00 , 337.00 , 56.00 , 392.00 ,-21%,,JUL
016,NAKURU,NFI, 585.21 ," 3,368.89 "," 2,123.48 "," 11,980.98 ",-72%,,JUL
016,NAKURU,PBT," 1,994.41 "," 10,878.63 "," 2,985.74 "," 16,933.42 ",-33%,,JUL
017,KENGELENI,NEW DEPOSITS," (10,827.02)"," 6,096.17 "," 4,462.07 "," 72,713.71 ",-343%,,JUL
017,KENGELENI,CUMULATIVE DEPOSITS,," 87,945.80 ",," 90,637.75 ",0%,,JUL
017,KENGELENI,GROSS LOAN BOOK, -   ," 162,811.74 ",," 134,947.19 ",0%,,JUL
017,KENGELENI,DISBURSEMENTS," 1,649.76 "," 24,056.23 "," 8,116.51 "," 86,047.86 ",-80%,,JUL
017,KENGELENI,TRADE FINANCE," 2,394,754.25 "," 5,336,509.99 "," 1,437,421.49 "," 6,241,685.95 ",67%,,JUL
017,KENGELENI,FX INCOME, -   ," 505,138.00 "," 42,000.00 "," 174,000.00 ",-100%,,JUL
017,KENGELENI,NEW ACCOUNTS, 15.00 , 179.00 , 48.00 , 336.00 ,-69%,,JUL
017,KENGELENI,NFI," 2,542.72 "," 6,643.91 "," 1,829.58 "," 10,218.60 ",39%,,JUL
017,KENGELENI,PBT," 2,644.69 "," 1,758.24 "," 1,617.10 "," 6,502.62 ",64%,,JUL
018,KISUMU,NEW DEPOSITS," 1,902.59 "," 16,120.10 "," 7,998.70 "," 102,925.67 ",-76%,,JUL
018,KISUMU,CUMULATIVE DEPOSITS,," 48,625.47 ",," 72,203.37 ",0%,,JUL
018,KISUMU,GROSS LOAN BOOK, -   ," 173,212.41 ",," 182,611.70 ",0%,,JUL
018,KISUMU,DISBURSEMENTS," 3,653.84 "," 27,179.40 "," 13,214.64 "," 126,522.14 ",-72%,,JUL
018,KISUMU,TRADE FINANCE," 101,783.40 "," 969,969.55 "," 1,499,532.29 "," 6,838,129.17 ",-93%,,JUL
018,KISUMU,FX INCOME," 2,358.00 "," 30,652.00 "," 56,000.00 "," 245,000.00 ",-96%,,JUL
018,KISUMU,NEW ACCOUNTS, 64.00 , 578.00 , 108.00 , 756.00 ,-41%,,JUL
018,KISUMU,NFI, 369.03 ," 2,808.38 "," 2,071.16 "," 11,505.92 ",-82%,,JUL
018,KISUMU,PBT, 311.83 ," (8,369.08)"," 3,583.90 "," 16,906.26 ",-91%,,JUL
019,DIASPORAH,NEW DEPOSITS, (0.40), (11.50), -   , -   ,0%,,JUL
019,DIASPORAH,CUMULATIVE DEPOSITS,, 603.69 ,, 620.50 ,0%,,JUL
019,DIASPORAH,GROSS LOAN BOOK, -   , -   ,, (15.04),0%,,JUL
019,DIASPORAH,DISBURSEMENTS, -   , -   , -   , -   ,0%,,JUL
019,DIASPORAH,TRADE FINANCE, -   , -   , -   , -   ,0%,,JUL
019,DIASPORAH,FX INCOME, -   , -   , -   , -   ,0%,,JUL
019,DIASPORAH,NEW ACCOUNTS, -   , -   , -   , -   ,0%,,JUL
019,DIASPORAH,NFI, -   , 0.13 , 0.84 , 3.20 ,-100%,,JUL
019,DIASPORAH,PBT, 6.38 , 24.57 , (0.80), (4.46),896%,,JUL
020,MTWAPA,NEW DEPOSITS, 52.02 ," 5,763.29 "," 11,650.01 "," 137,804.84 ",-100%,,JUL
020,MTWAPA,CUMULATIVE DEPOSITS,," 224,221.55 ",," 287,437.03 ",0%,,JUL
020,MTWAPA,GROSS LOAN BOOK, -   ," 131,874.74 ",," 183,358.83 ",0%,,JUL
020,MTWAPA,DISBURSEMENTS, 762.77 ," 12,205.44 "," 20,868.44 "," 182,479.78 ",-96%,,JUL
020,MTWAPA,TRADE FINANCE," 9,700.00 "," 71,400.00 "," 248,443.22 "," 1,182,772.88 ",-96%,,JUL
020,MTWAPA,FX INCOME," 44,727.00 "," 818,808.00 "," 56,000.00 "," 521,000.00 ",-20%,,JUL
020,MTWAPA,NEW ACCOUNTS, 78.00 , 823.00 , 178.00 ," 1,246.00 ",-56%,,JUL
020,MTWAPA,NFI, 137.67 ," 1,746.95 "," 1,070.26 "," 5,129.72 ",-87%,,JUL
020,MTWAPA,PBT, 355.93 ," (8,345.82)", (826.80)," (9,877.96)",143%,,JUL
000,CENTRAL OFFICE,NEW DEPOSITS, -   , -   , -   , -   ,0%,,AUG
000,CENTRAL OFFICE,CUMULATIVE DEPOSITS,, -   ,, -   ,0%,,AUG
000,CENTRAL OFFICE,GROSS LOAN BOOK, -   , -   ,, -   ,0%,,AUG
000,CENTRAL OFFICE,DISBURSEMENTS, -   , -   , -   , -   ,0%,,AUG
000,CENTRAL OFFICE,TRADE FINANCE, -   , -   , -   , -   ,0%,,AUG
000,CENTRAL OFFICE,FX INCOME, 4.00 ," 243,624.00 ", -   ," 99,000.00 ",0%,,AUG
000,CENTRAL OFFICE,NEW ACCOUNTS, -   , -   , -   , -   ,0%,,AUG
000,CENTRAL OFFICE,NFI, 82.14 , 901.91 , 0.05 , 117.68 ,176647%,,AUG
000,CENTRAL OFFICE,PBT," (37,627.10)"," (228,702.67)"," (18,978.69)"," (201,171.36)",-98%,,AUG
001,TOM MBOYA,NEW DEPOSITS," (4,255.78)"," 28,941.41 "," 7,465.98 "," 95,395.35 ",-157%,,AUG
001,TOM MBOYA,CUMULATIVE DEPOSITS,," 507,564.98 ",," 530,973.81 ",0%,,AUG
001,TOM MBOYA,GROSS LOAN BOOK, -   ," 676,022.37 ",," 538,700.15 ",0%,,AUG
001,TOM MBOYA,DISBURSEMENTS," 9,433.82 "," 75,475.77 "," 21,166.64 "," 163,415.02 ",-55%,,AUG
001,TOM MBOYA,TRADE FINANCE," 2,972,157.00 "," 19,544,526.14 "," 124,221.61 "," 4,671,108.05 ",2293%,,AUG
001,TOM MBOYA,FX INCOME," 74,347.00 "," 604,269.00 "," 28,000.00 "," 146,000.00 ",166%,,AUG
001,TOM MBOYA,NEW ACCOUNTS, 58.00 , 394.00 , 85.00 , 680.00 ,-32%,,AUG
001,TOM MBOYA,NFI," 3,197.66 "," 21,997.87 "," 1,010.92 "," 12,229.63 ",216%,,AUG
001,TOM MBOYA,PBT, 473.28 ," (4,930.66)"," 5,269.60 "," 26,011.14 ",-91%,,AUG
002,LIKONI,NEW DEPOSITS," (8,810.96)"," (22,892.74)"," 2,986.00 "," 74,195.46 ",-395%,,AUG
002,LIKONI,CUMULATIVE DEPOSITS,," 50,240.30 ",," 67,028.31 ",0%,,AUG
002,LIKONI,GROSS LOAN BOOK, -   ," 89,653.75 ",," 87,715.14 ",0%,,AUG
002,LIKONI,DISBURSEMENTS," 1,589.71 "," 14,483.35 "," 5,348.77 "," 85,825.66 ",-70%,,AUG
002,LIKONI,TRADE FINANCE," 107,638.13 "," 184,138.13 "," 62,110.81 "," 400,554.03 ",73%,,AUG
002,LIKONI,FX INCOME," 67,485.00 "," 344,955.00 "," 14,000.00 "," 289,000.00 ",382%,,AUG
002,LIKONI,NEW ACCOUNTS, 65.00 , 521.00 , 73.00 , 584.00 ,-11%,,AUG
002,LIKONI,NFI, 278.91 ," 1,416.99 ", 399.93 ," 2,476.12 ",-30%,,AUG
002,LIKONI,PBT, (583.99)," (9,174.62)", 295.32 ," (1,906.61)",-298%,,AUG
003,WOTE,NEW DEPOSITS," 6,500.20 "," 3,978.38 "," 2,986.00 "," 66,260.90 ",118%,,AUG
003,WOTE,CUMULATIVE DEPOSITS,," 44,263.25 ",," 64,490.08 ",0%,,AUG
003,WOTE,GROSS LOAN BOOK, -   ," 101,560.37 ",," 95,864.79 ",0%,,AUG
003,WOTE,DISBURSEMENTS," 6,877.30 "," 14,180.40 "," 5,348.77 "," 75,907.46 ",29%,,AUG
003,WOTE,TRADE FINANCE," 26,000.00 "," 67,000.00 "," 62,110.81 "," 346,554.03 ",-58%,,AUG
003,WOTE,FX INCOME," 2,438.00 "," 2,438.00 "," 14,000.00 "," 73,000.00 ",-83%,,AUG
003,WOTE,NEW ACCOUNTS, 25.00 , 183.00 , 66.00 , 528.00 ,-62%,,AUG
003,WOTE,NFI, 269.37 , 826.78 , 416.42 ," 2,267.61 ",-35%,,AUG
003,WOTE,PBT, (820.75)," (6,263.48)", 642.59 , 542.92 ,-228%,,AUG
004,LIMURU,NEW DEPOSITS, (326.01)," 4,116.51 "," 4,554.55 "," 95,769.08 ",-107%,,AUG
004,LIMURU,CUMULATIVE DEPOSITS,," 26,996.23 ",," 51,631.42 ",0%,,AUG
004,LIMURU,GROSS LOAN BOOK, -   ," 110,282.85 ",," 106,338.44 ",0%,,AUG
004,LIMURU,DISBURSEMENTS," 1,047.60 "," 17,052.73 "," 8,158.48 "," 117,037.81 ",-87%,,AUG
004,LIMURU,TRADE FINANCE," 8,000.00 "," 49,000.00 "," 124,221.61 "," 882,108.05 ",-94%,,AUG
004,LIMURU,FX INCOME," 1,875.00 "," 30,387.00 "," 28,000.00 "," 143,000.00 ",-93%,,AUG
004,LIMURU,NEW ACCOUNTS, 23.00 , 153.00 , 101.00 , 808.00 ,-77%,,AUG
004,LIMURU,NFI, 67.52 , 813.39 , 431.49 ," 2,575.24 ",-84%,,AUG
004,LIMURU,PBT," 1,281.80 ", (400.86), 729.16 ," 4,371.38 ",76%,,AUG
005,MOI AVENUE,NEW DEPOSITS," (3,466.55)"," 1,844.47 "," 8,734.88 "," 143,339.83 ",-140%,,AUG
005,MOI AVENUE,CUMULATIVE DEPOSITS,," 144,158.06 ",," 207,908.66 ",0%,,AUG
005,MOI AVENUE,GROSS LOAN BOOK, -   ," 260,566.99 ",," 222,248.11 ",0%,,AUG
005,MOI AVENUE,DISBURSEMENTS," 1,725.74 "," 23,731.34 "," 10,575.01 "," 162,456.85 ",-84%,,AUG
005,MOI AVENUE,TRADE FINANCE," 963,998.36 "," 6,004,736.05 "," 1,608,965.62 "," 12,607,828.08 ",-40%,,AUG
005,MOI AVENUE,FX INCOME," 54,151.00 "," 406,038.00 "," 97,666.00 "," 749,330.00 ",-45%,,AUG
005,MOI AVENUE,NEW ACCOUNTS, 17.00 , 281.00 , 68.00 , 544.00 ,-75%,,AUG
005,MOI AVENUE,NFI," 1,152.12 "," 7,649.69 "," 2,237.24 "," 16,267.42 ",-49%,,AUG
005,MOI AVENUE,PBT, (558.19)," 4,980.07 "," 4,150.09 "," 25,244.05 ",-113%,,AUG
006,THIKA,NEW DEPOSITS, 857.40 ," 5,279.28 "," 5,601.48 "," 95,272.85 ",-85%,,AUG
006,THIKA,CUMULATIVE DEPOSITS,," 83,224.41 ",," 103,514.58 ",0%,,AUG
006,THIKA,GROSS LOAN BOOK, -   ," 173,373.02 ",," 165,930.08 ",0%,,AUG
006,THIKA,DISBURSEMENTS," 2,813.80 "," 18,394.73 "," 11,147.11 "," 124,817.36 ",-75%,,AUG
006,THIKA,TRADE FINANCE," 110,700.87 "," 444,878.18 "," 124,221.61 "," 1,092,108.05 ",-11%,,AUG
006,THIKA,FX INCOME," 2,644.00 "," 336,532.00 "," 28,000.00 "," 242,000.00 ",-91%,,AUG
006,THIKA,NEW ACCOUNTS, 37.00 , 386.00 , 66.00 , 528.00 ,-44%,,AUG
006,THIKA,NFI, 302.71 ," 1,727.49 ", 776.74 ," 4,566.22 ",-61%,,AUG
006,THIKA,PBT, 599.28 ," 3,426.57 "," 1,494.79 "," 12,366.66 ",-60%,,AUG
007,RUIRU,NEW DEPOSITS, (884.65)," (27,706.57)"," 2,789.94 "," 92,480.56 ",-132%,,AUG
007,RUIRU,CUMULATIVE DEPOSITS,," 167,382.84 ",," 219,517.31 ",0%,,AUG
007,RUIRU,GROSS LOAN BOOK, -   ," 120,667.95 ",," 137,662.81 ",0%,,AUG
007,RUIRU,DISBURSEMENTS, 440.60 ," 14,697.28 "," 4,997.56 "," 108,151.39 ",-91%,,AUG
007,RUIRU,TRADE FINANCE," 28,000.00 "," 275,792.00 "," 62,110.81 "," 1,090,554.03 ",-55%,,AUG
007,RUIRU,FX INCOME," 3,625.00 "," 9,041.00 "," 14,000.00 "," 124,000.00 ",-74%,,AUG
007,RUIRU,NEW ACCOUNTS, 9.00 , 175.00 , 76.00 , 608.00 ,-88%,,AUG
007,RUIRU,NFI, 121.17 ," 1,407.04 ", 396.26 ," 2,549.15 ",-69%,,AUG
007,RUIRU,PBT," (1,092.05)"," (5,304.36)", 312.10 , (488.54),-450%,,AUG
008,KITENGELA,NEW DEPOSITS," (3,076.89)"," 16,331.93 "," 6,907.37 "," 110,733.18 ",-145%,,AUG
008,KITENGELA,CUMULATIVE DEPOSITS,," 350,927.52 ",," 376,103.92 ",0%,,AUG
008,KITENGELA,GROSS LOAN BOOK, -   ," 331,758.04 ",," 232,201.11 ",0%,,AUG
008,KITENGELA,DISBURSEMENTS," 7,526.68 "," 35,535.76 "," 12,373.05 "," 142,110.64 ",-39%,,AUG
008,KITENGELA,TRADE FINANCE," 114,000.00 "," 564,107.00 "," 248,443.22 "," 1,800,216.10 ",-54%,,AUG
008,KITENGELA,FX INCOME," 49,071.00 "," 505,932.00 "," 56,000.00 "," 514,000.00 ",-12%,,AUG
008,KITENGELA,NEW ACCOUNTS, 69.00 , 487.00 , 98.00 , 784.00 ,-30%,,AUG
008,KITENGELA,NFI, 351.57 ," 2,480.64 ", 841.66 ," 5,256.90 ",-58%,,AUG
008,KITENGELA,PBT," (1,241.95)"," (8,281.88)"," 3,025.18 "," 10,153.53 ",-141%,,AUG
009,KAYOLE,NEW DEPOSITS," 1,497.14 "," 12,991.14 "," 2,867.62 "," 80,868.99 ",-48%,,AUG
009,KAYOLE,CUMULATIVE DEPOSITS,," 52,064.14 ",," 63,009.16 ",0%,,AUG
009,KAYOLE,GROSS LOAN BOOK, -   ," 207,763.94 ",," 185,411.43 ",0%,,AUG
009,KAYOLE,DISBURSEMENTS," 2,395.06 "," 34,523.81 "," 5,136.72 "," 93,847.20 ",-53%,,AUG
009,KAYOLE,TRADE FINANCE," 6,000.00 "," 305,962.00 ", -   ," 102,000.00 ",0%,,AUG
009,KAYOLE,FX INCOME, 700.00 ," 9,659.00 ", -   ," 6,000.00 ",0%,,AUG
009,KAYOLE,NEW ACCOUNTS, 43.00 , 359.00 , 73.00 , 584.00 ,-41%,,AUG
009,KAYOLE,NFI, 166.88 ," 2,209.44 ", 339.65 ," 2,634.57 ",-51%,,AUG
009,KAYOLE,PBT, 754.48 ," 3,238.70 "," 1,672.25 "," 12,765.82 ",-55%,,AUG
010,ELDORET,NEW DEPOSITS," (25,707.97)"," (58,448.17)"," 2,986.00 "," 97,060.90 ",-961%,,AUG
010,ELDORET,CUMULATIVE DEPOSITS,," 164,557.08 ",," 239,568.86 ",0%,,AUG
010,ELDORET,GROSS LOAN BOOK, -   ," 135,200.70 ",," 108,566.87 ",0%,,AUG
010,ELDORET,DISBURSEMENTS," 1,550.37 "," 31,780.29 "," 5,348.77 "," 114,407.46 ",-71%,,AUG
010,ELDORET,TRADE FINANCE," 1,667,513.00 "," 7,268,100.19 "," 62,110.81 "," 2,794,554.03 ",2585%,,AUG
010,ELDORET,FX INCOME," 2,240.00 "," 21,200.00 "," 14,000.00 "," 247,000.00 ",-84%,,AUG
010,ELDORET,NEW ACCOUNTS, 48.00 , 476.00 , 91.00 , 728.00 ,-47%,,AUG
010,ELDORET,NFI," 1,890.70 "," 9,717.39 ", 514.51 ," 5,055.45 ",267%,,AUG
010,ELDORET,PBT, 650.17 , 784.25 , 21.55 ," (5,075.75)",2917%,,AUG
011,MBALE,NEW DEPOSITS, (295.90)," (7,082.36)"," 2,986.00 "," 59,795.46 ",-110%,,AUG
011,MBALE,CUMULATIVE DEPOSITS,," 30,825.31 ",," 47,588.38 ",0%,,AUG
011,MBALE,GROSS LOAN BOOK, -   ," 71,345.58 ",," 102,702.51 ",0%,,AUG
011,MBALE,DISBURSEMENTS," 1,849.30 "," 18,121.87 "," 10,544.09 "," 93,802.23 ",-82%,,AUG
011,MBALE,TRADE FINANCE," 42,680.00 "," 410,979.14 "," 62,110.81 "," 664,554.03 ",-31%,,AUG
011,MBALE,FX INCOME," 4,698.00 "," 8,778.00 "," 14,000.00 "," 148,000.00 ",-66%,,AUG
011,MBALE,NEW ACCOUNTS, 29.00 , 373.00 , 58.00 , 464.00 ,-50%,,AUG
011,MBALE,NFI, 182.08 ," 1,638.30 ", 533.96 ," 3,277.97 ",-66%,,AUG
011,MBALE,PBT, (55.20)," (2,416.36)", 896.85 ," 3,645.52 ",-106%,,AUG
012,BIASHARA STREET,NEW DEPOSITS," 21,635.19 "," 187,276.67 "," 6,444.95 "," 112,355.62 ",236%,,AUG
012,BIASHARA STREET,CUMULATIVE DEPOSITS,," 892,436.92 ",," 723,141.70 ",0%,,AUG
012,BIASHARA STREET,GROSS LOAN BOOK, -   ," 393,627.60 ",," 302,062.58 ",0%,,AUG
012,BIASHARA STREET,DISBURSEMENTS," 3,720.47 "," 38,594.50 "," 11,173.62 "," 141,031.70 ",-67%,,AUG
012,BIASHARA STREET,TRADE FINANCE," 3,016,129.41 "," 30,839,387.71 "," 2,812,732.17 "," 30,719,660.86 ",7%,,AUG
012,BIASHARA STREET,FX INCOME," 8,888.00 "," 2,171,627.00 "," 56,000.00 "," 739,000.00 ",-84%,,AUG
012,BIASHARA STREET,NEW ACCOUNTS, 29.00 , 345.00 , 98.00 , 784.00 ,-70%,,AUG
012,BIASHARA STREET,NFI," 3,237.28 "," 32,918.07 "," 3,359.27 "," 26,585.90 ",-4%,,AUG
012,BIASHARA STREET,PBT, 326.73 ," 41,015.09 "," 1,559.97 "," 17,280.59 ",-79%,,AUG
013,RONGAI,NEW DEPOSITS, 256.79 ," 8,698.31 "," 6,004.72 "," 89,097.51 ",-96%,,AUG
013,RONGAI,CUMULATIVE DEPOSITS,," 87,153.32 ",," 121,144.91 ",0%,,AUG
013,RONGAI,GROSS LOAN BOOK, -   ," 156,856.94 ",," 170,105.21 ",0%,,AUG
013,RONGAI,DISBURSEMENTS," 2,393.33 "," 29,319.85 "," 10,756.14 "," 112,623.10 ",-78%,,AUG
013,RONGAI,TRADE FINANCE," 20,300.00 "," 249,480.00 "," 124,221.61 "," 894,108.05 ",-84%,,AUG
013,RONGAI,FX INCOME," 2,193.00 "," 53,204.00 "," 28,000.00 "," 215,000.00 ",-92%,,AUG
013,RONGAI,NEW ACCOUNTS, 48.00 , 429.00 , 68.00 , 544.00 ,-29%,,AUG
013,RONGAI,NFI, 199.86 ," 1,817.78 ", 681.87 ," 4,116.94 ",-71%,,AUG
013,RONGAI,PBT, 529.38 ," 1,528.61 "," 1,816.18 "," 8,107.59 ",-71%,,AUG
014,WESTLANDS,NEW DEPOSITS," 3,166.10 "," (100,214.09)"," 4,358.48 "," 90,992.41 ",-27%,,AUG
014,WESTLANDS,CUMULATIVE DEPOSITS,," 150,923.67 ",," 279,378.88 ",0%,,AUG
014,WESTLANDS,GROSS LOAN BOOK, -   ," 211,891.69 ",," 188,137.13 ",0%,,AUG
014,WESTLANDS,DISBURSEMENTS," 1,146.37 "," 29,045.26 "," 7,807.27 "," 110,536.34 ",-85%,,AUG
014,WESTLANDS,TRADE FINANCE," 2,649,894.58 "," 15,051,173.75 "," 124,221.61 "," 4,254,108.05 ",2033%,,AUG
014,WESTLANDS,FX INCOME," 1,998.00 "," 40,229.00 "," 28,000.00 "," 176,000.00 ",-93%,,AUG
014,WESTLANDS,NEW ACCOUNTS, 33.00 , 230.00 , 65.00 , 520.00 ,-49%,,AUG
014,WESTLANDS,NFI," 2,752.25 "," 16,353.11 ", 489.36 ," 9,017.75 ",462%,,AUG
014,WESTLANDS,PBT," 2,348.90 ", 361.15 , 911.53 ," 1,723.50 ",158%,,AUG
015,MACHAKOS,NEW DEPOSITS," 1,219.96 "," 13,332.00 "," 2,986.00 "," 74,260.90 ",-59%,,AUG
015,MACHAKOS,CUMULATIVE DEPOSITS,," 41,626.53 ",," 55,221.23 ",0%,,AUG
015,MACHAKOS,GROSS LOAN BOOK, -   ," 137,376.56 ",," 114,173.98 ",0%,,AUG
015,MACHAKOS,DISBURSEMENTS," 1,264.56 "," 15,959.30 "," 5,348.77 "," 85,907.46 ",-76%,,AUG
015,MACHAKOS,TRADE FINANCE," 65,000.00 "," 233,120.00 "," 62,110.81 "," 484,554.03 ",5%,,AUG
015,MACHAKOS,FX INCOME," 6,510.00 "," 24,135.00 "," 14,000.00 "," 76,000.00 ",-54%,,AUG
015,MACHAKOS,NEW ACCOUNTS, 40.00 , 252.00 , 61.00 , 488.00 ,-34%,,AUG
015,MACHAKOS,NFI, 188.48 ," 1,328.95 ", 366.67 ," 2,316.24 ",-49%,,AUG
015,MACHAKOS,PBT, (19.49)," (2,858.74)", 887.47 ," 3,983.57 ",-102%,,AUG
016,NAKURU,NEW DEPOSITS," 3,577.84 "," (11,196.70)"," 8,812.57 "," 111,328.27 ",-59%,,AUG
016,NAKURU,CUMULATIVE DEPOSITS,," 145,695.03 ",," 197,676.21 ",0%,,AUG
016,NAKURU,GROSS LOAN BOOK, -   ," 155,935.85 ",," 170,821.02 ",0%,,AUG
